,log_moneyness,time to maturity (years)
50,0.0506592864432933,0.0027691320877559554
51,0.04178697023918676,0.037821144740305575
52,0.08750799777253442,0.024839588976362282
53,0.021722664256550728,0.06257868998217178
54,0.11858940563427126,0.12849329607619353
55,0.10492379472432826,0.010591014208206649
56,0.03822390197192187,0.0494652743445524
57,0.0388063073407409,0.04919732205827849
58,0.03571467929700561,0.006130606198031083
59,0.03332882960942858,0.025901150370932553
60,-0.0015660401441305177,0.09818119189357155
61,0.020603805305142747,0.011072453886284797
62,0.10089861215056041,0.009247496315885556
63,0.07130400214583998,0.0630121156338108
64,0.023169119454281042,0.02776034010566547
65,0.1296334594516264,0.02284783277249815
66,0.03178485922753254,0.0350114696429112
67,0.006859748225592663,0.037993529646776575
68,0.05528916753453854,0.10552340587179494
69,0.11847645977424485,0.015097643582435946
70,0.0417806750498281,0.006759366237814597
71,0.05461434499871998,0.05629211284114333
72,0.08104400984474214,0.02895861980448182
73,0.09390453271761191,0.1417704789777729
74,0.14073908398405902,0.057210294846158416
75,0.059303934692661854,0.0017218252999520547
76,0.05326082414911492,0.18543702410631602
77,0.13951919949273922,0.054785421539700355
78,0.012835696896176847,0.009744564615860908
79,0.10908341234044731,0.14746505590356027
80,-0.007418145594036991,0.03485654616694209
81,0.06372414470225325,0.0904409563827928
82,0.11447021949267519,0.09978613528370917
83,0.001595416357678469,0.07635528926883367
84,0.1266740244815168,0.08767050756760594
85,0.04345442760887433,0.013258573976323872
86,0.03682755800605375,0.03200286094145741
87,0.019965345800386086,0.04088836386424956
88,0.020396215284689566,0.012760428793905895
89,0.020715258974391717,0.09572159682425149
90,0.020744369691741406,0.06186549773066925
91,0.058837507872292714,0.08562258414281798
92,0.049437886769887474,0.013743606929246064
93,0.06067887805398955,0.01194557391132064
94,0.03998349851966311,0.003430878151202464
95,0.07221585064660002,0.06779382147498711
96,0.13245463841564575,0.09274658036412811
97,0.005542538602308186,0.03838537261597633
98,0.015411259533173377,0.04671689960854075
99,0.0722569466490563,0.02940000642569999
100,0.019408726352221007,0.011665295801882927
101,0.05898473212125698,0.05121986411322252
102,0.05099522237752741,0.035344193296105504
103,0.0065194763689839785,0.01621769818893868
104,0.0695515368686689,0.04342529329974206
105,0.030171860425995824,0.060959350899451197
106,0.020460050969423396,0.0015554281136931202
107,0.05986072845786762,0.058444924964967754
108,0.009882709105111246,0.09130529677454506
109,0.12542872461816884,0.12569952345058094
110,-0.011881678531301574,0.0744988280058411
111,0.025302224106089878,0.03844488714003595
112,0.018775992130783997,0.03955933983360689
113,0.04534577651943138,0.057104853249547546
114,0.19162624023069336,0.014650461566850934
115,0.03133056898100134,0.028487061979532137
116,0.1260835777875487,0.11587488199955481
117,0.10422365114353915,0.025285230953295337
118,0.13514939412572977,0.04893286161063506
119,0.017560711579417018,0.04271686756640897
120,0.026911828042719035,0.0048813495384027565
121,0.12768018699477707,0.0455430367642066
122,0.11118368996448363,0.025368266807715124
123,0.1312265044141237,0.021306589056084516
124,0.10797899506160911,0.0072431514818462415
125,0.11292793874269277,0.030977229971879683
126,0.0058798626946986775,0.046604831701964416
127,0.045136681574158,0.03733138019938125
128,0.16013218226950232,0.12266868530379597
129,0.18069644488152528,0.10674885416149317
130,0.05663645260126815,0.05854218056701989
131,0.13614544194249728,0.023234122731820104
132,0.06921654948962273,0.06839050744335551
133,0.0943883422728589,0.018753446235093913
134,0.03238570324894702,0.06331084539698223
135,-0.025813289109881312,0.08243647921845801
136,0.09128662911907001,0.03902285422608687
137,0.12003132115566377,0.14484787153344103
138,0.016867844250385913,0.01217944982111477
139,0.037647633124635996,0.030322383931852298
140,0.011261268174321834,0.06315969680013639
141,0.12837860544099125,0.06416424425341473
142,0.006993545927029152,0.08145277133034909
143,0.10243622787305358,0.13031181232288894
144,0.10457772212134278,0.026755682182237787
145,0.04062706995053461,0.09132185164575496
146,0.024829857213523553,0.07154279922616145
147,0.09492242400177556,0.131682701607296
148,0.03612353874366088,0.0018395207208978881
149,0.12996755361449192,0.04592451604944542
150,0.014927811330090548,0.08312377670469419
151,0.027671005958471506,0.08014308864166388
152,0.010070593544842424,0.052691056024783245
153,0.052621718601282785,0.043950545206281146
154,0.009603401423824081,0.052185159097189696
155,0.1379711732122122,0.07634532857486898
156,0.061988134272116295,0.0685189610534611
157,0.036616371932257426,0.03440051849618071
158,0.08796863509486177,0.0544566917005125
159,-0.010830816857103505,0.01095004623468071
160,0.1270292753322676,0.10963118402927047
161,0.03463495316385327,0.03518652612370154
162,0.023430015644346124,0.00872232076867422
163,0.04901565148059907,0.031000835228568054
164,0.04885520789067231,0.02435809641927289
165,0.006543310022558079,0.026786792732327744
166,0.03895800858210977,0.0931295753354893
167,0.07840563062359814,0.01824086006184388
168,0.049610117323289495,0.00997154043366669
169,0.13540734216263287,0.0416645543647066
170,0.11233777230655251,0.12546426864959695
171,0.14825678629829608,0.061310280896355374
172,0.053010761062521505,0.09554380977660154
173,0.08795420854100931,0.08221444960496416
174,0.0026136473588397532,0.010689826929652976
175,0.0743881342831974,0.0008689963527346361
176,0.039367484237851524,0.01764921839523053
177,0.05908406229250237,0.044741872399598245
178,0.11370819776350427,0.016583929718309923
179,0.07292803944051716,0.05693307000562762
180,0.12689304487168684,0.026593555663290597
181,0.04097322073551095,0.019534007408837296
182,0.1068165235658409,0.008368682241391446
183,0.02088603009416616,0.05782170331326583
184,0.028351231845171986,0.023279244773030332
185,0.09578409029180406,0.013164018058861793
186,0.07489089960058257,0.007513342173511961
187,0.006857296482391339,0.023745420454720882
188,0.030228925079107034,0.0033407752488148652
189,-0.024997041712171778,0.08587715317545346
190,0.09689290302904877,0.02601830830194743
191,0.09807970253533305,0.014554893046575462
192,0.07378824364729256,0.06669828491603426
193,0.0332834125962776,0.09363284486785804
194,0.046003116015112686,0.04381643253478697
195,0.09812609077144381,0.022720429594057717
196,0.05159228635965698,0.0037888231821455367
197,0.007483262074295565,0.05467385981282925
198,0.01935410186842392,0.06992492728121857
199,0.17471834692780613,0.08507024903156084
200,0.1179323183377057,0.03158359150238494
201,0.04474760700289125,0.010066751650189382
202,0.009075948770490078,0.0061863457368362814
203,0.03282623658777665,0.0354226153145667
204,0.056263676680275675,0.002153492674101235
205,0.10548838908080671,0.05532560440614802
206,0.06237515670322871,0.0056251855224395755
207,0.011046807875897102,0.08189456758245256
208,-0.0031383461080378675,0.016640470530578315
209,0.06735348269284437,0.028522644385468865
210,0.04555503038890525,0.05201402761292898
211,-0.01157798250811105,0.02021157714302997
212,0.04205807141213949,0.05099594035003279
213,0.04456357719902454,0.10314132737257829
214,0.026709541448921358,0.04498374137485693
215,0.10950103668401939,0.014487350108321372
216,0.13574006078300155,0.0251224646189084
217,0.037061631902749394,0.036244518516587554
218,0.032467779548373876,0.0634847064140949
219,0.0395319824156665,0.043447690121777995
220,0.04481071018896895,0.0536064227757225
221,0.14586094222992194,0.05096617605356482
222,0.12067259561177704,0.10844053073204137
223,0.022909550929517464,0.023983292878320364
224,0.03955494677190259,0.0312698908782038
225,0.030464921656658435,0.16544245434574537
226,0.08136919316205052,0.057000042627673365
227,0.11538819196775556,0.07209643364168307
228,0.054286063481257224,0.07045440449387838
229,0.03291306706200386,0.010955659061211572
230,0.01919490487898472,0.05905734580861234
231,0.03271368410940669,0.02728207285207504
232,0.01664066060209592,0.028605074336343492
233,0.10296302620584429,0.02111266825660499
234,0.1621296241245888,0.01776222323750681
235,0.045740926495606085,0.02085415068819114
236,0.10737056482257289,0.042011360752150576
237,0.03792227227426709,0.01922091145900014
238,0.004904109662201828,0.03575481731076091
239,0.043265344880919286,0.028508677120650052
240,0.036019637395893124,0.04655696955742525
241,0.11561904017485324,0.1378102838837521
242,0.02228422658556849,0.04269777167296179
243,0.11414485958539897,0.04928515245817405
244,0.06849852214383491,0.0416220377613633
245,0.05011717010711334,0.033904779870244664
246,0.044671548024936426,0.034177770956460025
247,0.0534773112261081,0.005593187869672354
248,0.01368381440433507,0.07994743520893483
249,0.0008025971786929395,0.015904911831433992
250,0.05364606286120755,0.04885044377950558
251,0.13861829825359717,0.13827881008554768
252,0.05059726827221203,0.06682909209825982
253,0.033021095776935086,0.06439449301693155
254,0.034240155563316076,0.017178824567865257
255,0.02981187184940833,0.06496785673729916
256,0.04601745616423697,0.0011387185676545843
257,0.05153969670598494,0.06130186674179805
258,0.01936727760580332,0.03464516855712568
259,0.057852949707160414,0.0077978516904753555
260,0.11993392341235273,0.011503312006042847
261,0.008621825815194124,0.05462050783089942
262,0.12939159801827202,0.056345298968908226
263,0.024399709216001368,0.04145179264298303
264,0.10768106079423823,0.11985329610052758
265,0.03565319183164954,0.029637334736807634
266,0.016583874397018156,0.04988697400636154
267,0.04561314513564144,0.04704965239902887
268,0.005818199121145628,0.051417485050017156
269,0.01946063136457457,0.040673332799826614
270,0.1320390874801196,0.06142825853221745
271,0.011961355347362687,0.058850202878565336
272,0.02725261982535927,0.008793853275433324
273,0.027009280187133895,0.04341206112202975
274,-0.019465118963280455,0.13228694146619574
275,0.11635596996962505,0.029655840594332676
276,0.018648557611272477,0.00970539460818415
277,-0.006433369903497795,0.06501433296295564
278,0.031534724984397036,0.03594287063170447
279,0.005254861682090377,0.07218920609617929
280,0.03324009815826739,0.08508133924607701
281,0.12510965400518034,0.030192203679754524
282,0.14523391330311367,0.003241955903932094
283,0.11057073259772933,0.11867000176617344
284,0.011995319485420321,0.06170255203964785
285,0.07955644269376813,0.03987770684450305
286,0.08187340954252639,0.07604950214565506
287,0.05175475095261924,0.01564286168574283
288,0.042350829288398825,0.0883696115618603
289,0.137870627936682,0.02789520879136384
290,0.035386353784458355,0.0806144101700356
291,0.02039323758247357,0.07292514206912656
292,0.0233820687255709,0.013591341640300965
293,0.08895175907180965,0.03356018129419254
294,0.029090203990119322,0.07314503688290327
295,0.1573776116296896,0.061546621045257155
296,0.06808746436914158,0.0029008389408540954
297,0.01934667283067903,0.03139320758671896
298,0.028153809924629784,0.07069828469175757
299,0.047417944511508964,0.052251564840356736
300,0.0254071581513649,0.09577635150493093
301,0.04738884577128047,0.05690347379203542
302,0.019248480531749004,0.057490948450532715
303,0.041220671790823914,0.02859942221341469
304,0.09927384750103622,0.0004468518188616953
305,0.037461994109204644,0.04509526848898529
306,0.11767799752101009,0.006184448698758624
307,0.1171225290399815,0.06699498097339437
308,0.12260902804399332,0.004373614836859217
309,0.04081429453706962,0.03667106379705452
310,0.03460609995829851,0.0375147433132127
311,0.1209829817180902,0.012259558424219273
312,0.11622873737874738,0.023401396287340455
313,0.030450346946950688,0.02967222583392308
314,0.015359466908411917,0.08866484498415211
315,0.04979842199242843,0.04068049699249045
316,0.036494004902343315,0.05934904020838831
317,0.017851341202771168,0.021553223741777223
318,0.015592069218210948,0.0346666005950899
319,0.16158561752896144,0.03444435075862816
320,0.011470899143562353,0.07549058394034074
321,0.09987362077513337,0.15847474249893487
322,0.12923494824898585,0.006362593687148062
323,0.002399592713619482,0.03823068139334501
324,0.06414241284000517,0.03718617690160317
325,0.07605608232033297,0.06652033902826672
326,0.008043883559788412,0.022049445591942107
327,0.08310860249297891,0.008498974680069646
328,0.03663184388383657,0.01605826989679184
329,0.10726891637735587,0.012646605796510628
330,0.06663366932033328,0.032075326674817134
331,0.03986235965059662,0.0026734079387523532
332,0.047657359833517696,0.06408723457257352
333,0.004547051251384025,0.039789160361689405
334,0.004168854521804922,0.04721075393358663
335,0.04297065408288025,0.07016506070385402
336,0.08265283218501744,0.06272799391144424
337,0.12099880873429891,0.0471742892564756
338,0.1111804030537619,0.020100946978280947
339,0.02795782115931887,0.04857411374152246
340,0.012823916733413373,0.049719980844095284
341,0.08682219961332405,0.09504926016355443
342,0.06435786096831206,0.028882782024212288
343,0.10498285889591714,0.020038227163279264
344,0.04600825830273123,0.12269269226050798
345,0.07254036697517241,0.002525525310076885
346,0.024222502280749094,0.025601658220897952
347,0.04010842946665654,0.021962239425524367
348,-0.03168216762251845,0.06807528475083811
349,0.028846409974687265,0.05910526676932338
350,-0.015615208135525095,0.05927347454039002
351,0.01814755384323634,0.011026028573747168
352,0.10634624837924025,0.07476606333263765
353,0.10630389745572885,0.022421761564616522
354,0.1418792205729628,0.11674340409899431
355,0.08286303776916033,0.04188161278505698
356,0.015690110909176228,0.019465042136239643
357,0.013427186587904096,0.08723911300487336
358,0.014694947080077065,0.06681079388175054
359,0.11621308736685629,0.0727535483139306
360,-0.004806836889491642,0.028928279217989336
361,0.07927383864410126,0.0012038273406295985
362,0.02059757375701297,0.06891090092454012
363,0.036219567911211795,0.0021574336234168705
364,-0.0026746442825353427,0.02180783779646026
365,0.05282238781718038,0.04582023173087791
366,0.03589651010552682,0.0018880759440258223
367,0.0061732293803642745,0.012376399285014784
368,0.012493488839267115,0.06432893306027777
369,0.09729189261649879,0.02974943737716268
370,0.1319390891008441,0.11410571635645411
371,0.03695511835593802,0.02245394241823938
372,0.03135855732529998,0.0015762248564697157
373,0.050057632206253935,0.02505804364932493
374,0.012564501355627875,0.057227659435715665
375,0.10816969625323578,0.1355183347649939
376,0.09837308143186803,0.035832686179464925
377,0.04169182016004734,0.027042687145978163
378,0.11950785141278518,0.04330403936115853
379,0.002880281024705519,0.01110919539061174
380,0.022437827049427903,0.016265099525229636
381,0.04855937233058996,0.024634273251952384
382,0.015225025877639985,0.023292717413221416
383,0.03519796334236812,0.001396083181721311
384,0.06263212270454012,0.06713615011942639
385,0.034489716676441365,0.010384397210352241
386,0.18035314588720663,0.10119531235271798
387,-0.017508977524785804,0.013516949155513389
388,0.04199969669912256,0.03135954895955417
389,0.00024037118545977565,0.026990189596269507
390,0.022924299059060755,0.02735502438441926
391,0.047338470178860434,0.0067554144726677656
392,0.11863994997689763,0.041523571338994536
393,0.06103267467582021,0.04978286680835517
394,0.11396241302807207,0.026831169271561255
395,0.020308281478054482,0.11356265340943673
396,0.11584732841424346,0.1220069619959425
397,-0.011510990191574507,0.02074073104218957
398,0.031865550161506016,0.007029369957698953
399,0.055527747254718755,0.021956995308629573
400,0.1660515011727674,0.06528895956150026
401,0.13687691111554062,0.0435580418364856
402,0.019242114994750047,0.030425396131685378
403,0.027254373611453834,0.021580468363495493
404,0.09507145182757268,0.04456710053352687
405,0.1285842072127438,0.002940993259381493
406,-0.0029459895463640924,0.08329849135435231
407,0.10951628759825423,0.06461954452774676
408,0.024097726015822076,0.0010510299529608545
409,0.010410596856022547,0.061364147242681084
410,0.023819876836173863,0.058452192450387325
411,0.025919900550687616,0.025346731338488297
412,0.13264328798291244,0.07167148639810038
413,0.08508827445350642,0.04111060307284205
414,0.039364768917243276,0.07674413755390141
415,0.050042438136666964,0.0769987536195395
416,0.02657166846085128,0.04577831377098551
417,0.015148931485515594,0.021670874124760965
418,0.029123590308642956,0.04256382043614397
419,0.010025448707305401,0.0682410226289726
420,0.1443033981858103,0.041968055364881574
421,0.022395886302096754,0.07406207500781686
422,0.08274111473077789,0.010816108348173616
423,0.07455470039077786,0.05938984682536647
424,0.11989944172000418,0.024801015293809778
425,0.06440335865846647,0.04970742250903428
426,0.11907581992855323,0.08614527596168034
427,0.04388897417393753,0.0583484397960097
428,0.07675827581106223,0.032270550084973315
429,0.010261358402704819,0.028986902980654806
430,0.11611544611291179,0.023616132309265105
431,0.0709271897914934,0.021979889047129837
432,0.03394717095881,0.07672355576161743
433,-0.01735921591947058,0.0016114891204388002
434,0.14154034098394488,0.011528134207029856
435,0.06957852491328859,0.06287252902446802
436,0.05224306530285509,0.05680913179675096
437,0.1076803450384409,0.037491855243154536
438,0.031566535819071595,0.0910246692320574
439,0.01928603446028112,0.0018447198394506217
440,0.05327893751163154,0.019494675156289828
441,0.08331636073825982,0.1545570892108878
442,0.01745080377033277,0.03698427449316465
443,0.01176726999812051,0.00018132307646622804
444,0.0750113801516047,0.020474570943739993
445,0.005295502510920386,0.07065562083558741
446,0.00896774129249708,0.03679694183105398
447,0.053443952515868115,0.03973269956057464
448,0.0630329947138396,0.016245249703199672
449,0.06468548219012989,0.028504014992345433
450,0.030930126480289057,0.02393777298129834
451,0.1342305825068644,0.02244995265595023
452,0.08454849018753004,0.0076165266650133345
453,0.040883250709749804,0.028285793794487264
454,0.02279918339145205,0.018477957517750387
455,0.04120991772753317,0.0013730852656596848
456,0.002116541718329583,0.023539719938826142
457,0.02960228597223358,0.022939949400185185
458,0.05307762796041645,0.04409345162834584
459,0.03155113098660813,0.05766024449203196
460,0.1395264458154971,0.028691814020339122
461,0.02505973640360207,0.04465613338818823
462,0.049766096371748565,0.014286652962240977
463,0.06552914604997732,0.029946029571370034
464,0.1380175578377782,0.13167089814918304
465,0.09784528297834856,0.045145261113341884
466,0.035467660281380986,0.03444951585062989
467,0.07713262695012507,0.08937642913258008
468,0.05475176777019789,0.06200302322012162
469,0.02833328816262247,0.05190418173546858
470,0.1205277331078812,0.13198398748991932
471,0.12912709293680188,0.02673879608844172
472,0.1461393558378687,0.08092751442720485
473,0.014537236039008262,0.07671384837913703
474,0.0507510002426349,0.007048733263481542
475,0.0902832039123812,0.08864485726309503
476,0.06695594698558809,0.027089208755932806
477,0.03219992440988913,0.036067049750392
478,0.034706005595915475,0.0019675780145693086
479,-0.00485421238929268,0.029645041372081127
480,0.01998241019859875,0.09784486602880915
481,0.01972306719478625,0.005695426054700996
482,-0.00011170330129997835,0.0780171872944696
483,0.0387797460809673,0.10781193628995366
484,0.0144454300769437,0.08587884460447742
485,0.10610787811473733,0.13596065489702672
486,0.07994803503137936,0.032811831922944394
487,0.12195461110146387,0.04928515726985683
488,0.10696630855802029,0.02829507643109396
489,0.12523112534793743,0.008864944952202627
490,0.02185947576366063,0.03951189833393712
491,0.0431687903500672,0.01843847434734138
492,0.05058521900308705,0.02342810826778524
493,0.05972359747178875,0.06396334014942358
494,0.09994653249100806,0.04087177621011177
495,0.04511349967536094,0.021532979897532722
496,0.013005340447273575,0.09081289254814948
497,0.06618935142310324,0.005049665969433717
498,0.037712275983348614,0.07460150140328482
499,0.10383873182156518,0.11672291926592777
500,0.11192113369208077,0.002708584234274618
501,0.005263453695698406,0.030530011339436475
502,0.11055004543163095,0.0370797401440406
503,0.04428201816306621,0.07298173838364362
504,0.18393626069548072,0.14538495820766048
505,0.13659305791844903,0.12506036465182924
506,0.023960320746318854,0.05010876482208395
507,0.05017548298024339,0.08953308727905161
508,0.03831742315864413,0.11404294450776795
509,0.049036941417728866,0.038129286908573215
510,0.04728610688548682,0.042378442626083736
511,0.010780363823872978,0.052983518800913565
512,0.112206777449223,0.018120195802120345
513,0.012926663738345539,0.05423867501492629
514,0.13101766220644329,0.021924296874399264
515,0.04149348966146209,0.005354352657256244
516,0.02426519895679948,0.09393172395352856
517,0.05585394761363223,0.027412685080823
518,0.12345140497034411,0.06202841783779104
519,0.003158861294589154,0.04724216447526684
520,0.005033739968554189,0.06971594915121146
521,-0.005882037996158777,0.05503255942292899
522,0.026488802033042345,0.04315257896603517
523,0.1128995300917083,0.07363650841739813
524,0.00028984147182781195,0.0952264393936584
525,0.10577723318202548,0.032444587171285906
526,0.07629061353946626,0.038260601474735825
527,-0.024911636125917812,0.005852391685910475
528,0.03718912956881301,0.01536771449469315
529,0.09114582287952105,0.02743459241968568
530,0.043072926665434615,0.08472509661206143
531,0.08564240985254792,0.011980889620168984
532,0.07813108297750494,0.057257556135177905
533,0.026750982951620227,0.08483969474301176
534,0.06137926115901005,0.07261125718616085
535,0.0073458503363414,0.011930243525396053
536,0.04295671388826386,0.03949146706948035
537,0.05383396960912415,0.05112302507009081
538,0.015412004107570432,0.03260294876953411
539,0.13907856711641278,0.04116401452441409
540,0.10449676328117063,0.018881061166665433
541,0.036266766379793036,0.12970641294527702
542,0.1282176711864307,0.01193544522929369
543,0.04916093642919348,0.06665421146960396
544,0.030821174504475905,0.005080228649362975
545,0.04091591250139888,0.05455123979095211
546,0.156019637950494,0.029419908462847456
547,0.049393407000084245,0.01120721654023471
548,0.1330007139255696,0.017777645657719568
549,0.11315936400032423,0.005136761337125843
550,0.043905636458853814,0.0018709866711031447
551,0.12128860987177716,0.01868159600828996
552,0.01673499187415234,0.06835480405423644
553,0.028425644708218428,0.08182000352619898
554,0.10848989041266655,0.10839165931178359
555,-0.007540556282227804,0.030803008232638228
556,0.021058886742922705,0.08010100277003007
557,0.08618932723235344,0.014960519745490009
558,0.03768074607191337,0.02847352125440602
559,0.05760737884650465,0.07662865560504703
560,-0.008091484921497753,0.004751955970191259
561,0.0368690938851935,0.055916778950854694
562,0.06178188934769294,0.023176087772130934
563,0.011506496725879061,0.008453084462255636
564,0.011214129018026358,0.04870847258696387
565,0.015848053239463606,0.05815245000655236
566,0.03910898027694889,0.036212115476529826
567,0.11183617064405281,0.14650036195045948
568,0.021933452621203022,0.012425998882507403
569,0.07291513068756429,0.01971612785671346
570,0.11406049289055659,0.0017709022562893012
571,0.04201875372316054,0.02598424461128839
572,0.0011196028420100623,0.07832496937200441
573,0.0373832217993486,0.030003375567761656
574,0.09259791254073099,0.006350343164693767
575,0.03882192602792647,0.037095133444644456
576,0.12128373557005795,0.07262171684342868
577,0.04263699016484246,0.031182875326602397
578,0.062470040301629524,0.003583525625783901
579,0.029454218218367557,0.01378801931955392
580,0.06210081701921415,0.06940186662375503
581,0.10596158919803043,0.013016460770094029
582,0.143151357155468,0.02590858004112955
583,0.06603437716920718,0.0010687822146493052
584,0.10814316579915596,0.020888644629769516
585,0.0749756211358831,0.029555533932098758
586,0.04244971621609274,0.040027464713162306
587,0.11810985191442942,0.011889353175477325
588,0.03727614784239372,0.059213980411409656
589,-0.01247160846998643,0.007261030443059964
590,0.024059150182217243,0.08094900330642577
591,0.11645038775103243,0.12168562278258244
592,0.0445998105207029,0.05830068142174284
593,0.024266551410464812,0.03338452051083599
594,0.03093195578566673,0.1094316318773196
595,0.02466765611449103,0.02412863667998911
596,0.19266847620558175,0.11529538620359717
597,-0.005361636860615138,0.06389812781035112
598,0.10455669049072858,0.10879299963408764
599,0.11407208977502087,0.0737591539421235
600,0.040417131245766846,0.03125817540555976
601,0.1335664329886037,0.11703555026050522
602,-0.002449907761738243,0.024919744914960927
603,-0.0011379683917590935,0.03180197258068994
604,0.005448922712749382,0.014011529788529284
605,0.03389448769207884,0.0815655500433951
606,0.04267445252900943,0.019464590066270625
607,0.04891589532023768,0.035627810540492515
608,0.022721155910165217,0.04633943949943431
609,0.16603957379667816,0.08721994817579865
610,0.03635237528536531,0.004341894502136314
611,0.040175529011982326,0.03424588682258302
612,0.07917357180012116,0.011360283914165449
613,0.034729941712782056,0.05412657968254696
614,0.017520661183478288,0.07731173084576067
615,0.0683115867862355,0.03785557336113071
616,0.003711956502139478,0.047785066283535335
617,0.02168128383236203,0.0803033992050438
618,0.02794267976181821,0.10963481530066564
619,0.027370700338873483,0.052965149097928446
620,0.03730082410640857,0.05195030268644599
621,0.03279791423120835,0.05117873326074951
622,0.08708664103616237,0.09951637085861421
623,0.0406606908567474,0.012139911930519344
624,0.044702982065782264,0.03417317421510077
625,0.11964174391388648,0.13369281149109757
626,0.10676511295720974,0.07888085132084785
627,0.0370107747844698,0.0695569020631557
628,0.11291382080290084,0.15463013840834552
629,0.10977625105271824,0.014785980107904068
630,0.12555465178390596,0.13117936401740582
631,0.0012510399466377914,0.014619155100066382
632,0.052953433695196284,0.06161340723528357
633,0.014103676736785737,0.006733594541750107
634,0.06771410347205056,0.2162573275934822
635,0.1123767367944273,0.1255280226709379
636,0.10052757585468892,0.022410146693431707
637,0.13306242886984085,0.15719888571962812
638,0.03988486571749495,0.05854513762464039
639,0.02418916360202171,0.06290677342697781
640,0.031045215845482275,0.059555302860027665
641,0.16058933716517632,0.01968325394884019
642,0.12060522526702257,0.07985456065084295
643,0.04176030839749035,0.2229321158743556
644,0.1262209617515907,0.03927898670618085
645,0.03195642435067098,0.08478081700809817
646,0.02912676069965906,0.00028243012210547
647,0.08104425296342459,0.05006428673488089
648,0.09974053987815044,0.1092007789475028
649,0.014039628215461614,0.06052052900741618
650,0.05495907108613006,0.003094107783163412
651,0.04148857960027073,0.06320626492508337
652,0.1319597543153258,0.07310622151394415
653,0.018053721474155945,0.011177366705795276
654,0.00903037201714433,0.017768747368971532
655,0.0678159210562633,0.047797295691771005
656,0.11701366867510818,0.07341970113814346
657,0.1334338609551471,0.03682892490469129
658,0.02318675867265174,0.057737700245154164
659,0.03441848073456699,0.005494875462988632
660,0.028947641066639624,0.030827353770357786
661,0.1285880602356161,0.05313382618002753
662,0.1443456095726511,0.08849871073524544
663,0.10251129305544324,0.02209788897615358
664,0.02200110591332618,0.028189699789778703
665,0.00022136844775329234,0.05356281125170643
666,0.14703522554538875,0.0016337468533710211
667,0.11669561811664185,0.08652550384773189
668,0.11864260586868124,0.11577568032649085
669,0.08954116842947034,0.03183456855232084
670,0.03440223622360439,0.0015694132925867278
671,0.0723731432103669,0.031011325798719735
672,-0.009263448453000202,0.04327988181079378
673,0.04919887546787285,0.0003699549005414457
674,0.06588828432270609,0.17914537537683528
675,0.022522750970933137,0.04493202644881314
676,0.10740999268453928,0.13935771719367834
677,0.03526951099873238,0.01917163034141639
678,0.08289449454312589,0.12179104042543269
679,0.035978904027795675,0.18466446601001457
680,0.04574608605682634,0.07311450054421095
681,0.014682296519841646,0.036471564109415794
682,0.11097371858619509,0.0316551501134114
683,0.09969104430601522,0.028074157292013128
684,0.022111359377495074,0.03964259066642866
685,0.11349354268992307,0.011193748878522399
686,0.0914879780949606,0.07074238531004674
687,0.02376653921206265,0.07018072918802282
688,0.10940162743896396,0.0017624269490124833
689,0.0654493681408197,0.054871906518636285
690,0.09611888705682356,0.009507585860018247
691,0.03919805402904181,0.046621978155100094
692,0.02477722206940377,0.09829526483559606
693,0.0431338659542779,0.06040272252145339
